geo,name,year,gdpcapita
vut,Vanuatu,2004,3037.30966
vut,Vanuatu,2005,3116.25682
vut,Vanuatu,2006,3293.3842
vut,Vanuatu,2007,3303.71983
vut,Vanuatu,2008,3396.27739
vut,Vanuatu,2009,3404.38083
vut,Vanuatu,2010,3359.84955
wsm,Samoa,2000,4786.98319
wsm,Samoa,2001,5082.10151
wsm,Samoa,2002,5308.03796
wsm,Samoa,2003,5535.14333
wsm,Samoa,2004,5671.08845
wsm,Samoa,2005,5994.51432
wsm,Samoa,2006,6080.80838
wsm,Samoa,2007,6075.11858
wsm,Samoa,2008,6220.72912
wsm,Samoa,2009,6119.03683
wsm,Samoa,2010,6427.31156
yem,Yemen,2000,2925.61188
yem,Yemen,2001,2972.30339
yem,Yemen,2002,3008.55679
yem,Yemen,2003,3053.03487
yem,Yemen,2004,3126.5557
yem,Yemen,2005,3262.42885
yem,Yemen,2006,3322.37032
yem,Yemen,2007,3380.10829
yem,Yemen,2008,3426.73172
yem,Yemen,2009,3439.29712
yem,Yemen,2010,3603.03
zaf,South Africa,2000,11037.87368
zaf,South Africa,2001,11277.16993
zaf,South Africa,2002,11617.57225
zaf,South Africa,2003,11870.87162
zaf,South Africa,2004,12312.62672
zaf,South Africa,2005,12853.29549
zaf,South Africa,2006,13452.90444
zaf,South Africa,2007,14037.25886
zaf,South Africa,2008,14324.90593
zaf,South Africa,2009,13936.02189
zaf,South Africa,2010,14182.33428
zmb,Zambia,2000,2173.01609
zmb,Zambia,2001,2233.6768
zmb,Zambia,2002,2276.69859
zmb,Zambia,2003,2372.1238
zmb,Zambia,2004,2469.0897
zmb,Zambia,2005,2569.15938
zmb,Zambia,2006,2683.23992
zmb,Zambia,2007,2808.6142
zmb,Zambia,2008,2919.80288
zmb,Zambia,2009,3073.64995
zmb,Zambia,2010,3266.50749
zwe,Zimbabwe,2000,3888.44839
zwe,Zimbabwe,2001,3928.39321
zwe,Zimbabwe,2002,3571.02598
zwe,Zimbabwe,2003,2949.25001
zwe,Zimbabwe,2004,2762.35658
zwe,Zimbabwe,2005,2589.93892
zwe,Zimbabwe,2006,2482.77583
zwe,Zimbabwe,2007,2372.23665
zwe,Zimbabwe,2008,1938.0725
zwe,Zimbabwe,2009,2169.48008
zwe,Zimbabwe,2010,2563.47835
